x,y
-21.809511365086347,-62.983120982898924
-22.31856539467295,-63.21579307647004
-22.389959702298565,-63.52614274856432
-22.02545608930152,-63.91071963213301
-21.560218231214417,-64.30451923118962
-21.21290291937678,-64.66386988143898
-20.85447299942985,-65.01702455509913
-20.502032748674814,-65.37075025459626
-20.148303908148186,-65.72423704371506
-19.7944977362161,-66.07718238645826
-19.442556488980564,-66.43483472892986
-19.08382929684644,-66.7905585177241
-18.74485931655246,-67.27040346539641
-18.37645360131961,-67.63728869784778
-17.91739729354796,-67.60007351202702
-17.552689392781883,-67.88872463398181
-17.233560798610572,-68.43537968794301
-16.862791025594237,-68.93606648777671
-16.435825974030685,-68.79380801823643
-16.157189152448378,-69.07703084923908
-15.72536890478263,-69.53103043900887
-15.381892432600425,-69.35278865464532
-15.138070626332805,-69.42843520930778
-14.730246527176451,-69.93076278312854
-14.044111645429252,-70.06042693878494
-13.843395147550883,-70.16532529623932
-13.380230856374837,-70.63116808435502
-12.972046335118131,-71.10694203275989
-12.66223272385129,-71.10085894875252
-12.342475083170429,-71.0456293298816
-11.92194698369916,-71.51535278410078
-11.641820474043966,-71.33010249947392
-11.224183576090013,-71.85795135028775
-10.75629715781477,-71.78846895286372
-10.212294428597218,-71.96117482901428
-10.054202060906693,-72.2320823679177
-9.622746204179991,-72.66753337615471
-9.035367186482743,-72.6506228514035
-8.69579161372127,-72.70613920459411
-8.282174172458637,-73.11483252892396
-7.975091005576819,-72.98724140680872
-7.549331425145375,-73.50299540156189
-7.255605213595078,-73.31970427097498
-6.802180153192179,-73.85236159965066
-6.377039223340838,-73.75473055731226
-6.114794565719544,-74.2337236686775
-5.512195541405746,-74.33097632934212
-5.1825561018552495,-74.1993086216137
-4.750268255731302,-74.69184952093231
-4.4344808856161,-74.53144074674753
-3.9775482282699706,-75.07320484104912
-3.5803887773539826,-74.97103015145741
-3.290148742388773,-75.44839761290017
-2.6935170678507543,-75.52173380545094
-2.3639926517073477,-75.41779809094503
-1.9354806915780758,-75.91376796649094
-1.6392485218607082,-75.73360840952431
-1.2085600408770822,-76.24477906433818
-0.892094284632049,-76.10315261180577
-0.5075294503826034,-76.55386085740142
0.020810904327918822,-76.6573709837444
0.4209996726607655,-76.73683292177778
0.7885394389196924,-76.95354070776628
1.0503251409959744,-77.39220360772215
1.6957932221966987,-77.52738510510468
2.0377495731921655,-77.35466841658881
2.539680427942374,-77.82349763514952
2.872876357641155,-77.72341439285668
3.3283109615702346,-78.07542640676333
3.7752973310944915,-78.25936990598986
4.121931108119057,-78.30297503907435
4.5345919518742654,-78.70025563872777
4.861519306699894,-78.61591842510569
5.335675391706247,-79.15886821660631
5.616064520811031,-79.08418990739524
6.051047808616191,-79.51725719839004
6.590984569706087,-79.44082704991894
6.896651463886267,-79.49928866605741
7.366229582437651,-79.97581760633834
7.652680843085223,-79.9289042130459
8.250170625455818,-80.26177205431972
8.60466625246757,-80.1489800435778
9.101639180721763,-80.67950682877273
9.5950313258589,-80.65585330798243
9.75842234199274,-81.00796583049764
10.37448966191458,-81.32838149633332
10.825479534368817,-81.00414368150939
11.13948710771196,-81.52728917388393
11.89383241011234,-81.85003860436771
12.419503700542696,-81.63324253406081
12.364355616293977,-81.40751491294498
12.572731756822506,-81.72906209444663
13.274352465143279,-81.97514717540139
13.990750169739918,-81.96461315176225
14.441807849801002,-81.77111015058405
14.956738374421668,-81.80533783638863
15.4553583582886,-81.80217406278184
15.955166027428907,-81.80173785454646
16.455272107002735,-81.80195072210164
16.955229753460653,-81.80195443064163
17.45521558755348,-81.8019976578985
17.955928713084745,-81.80028996497573
18.451269301501313,-81.81145480938781
18.96701310147896,-81.77372760282665
19.408842383118444,-82.03453476215724
20.00584006269596,-82.01344685610658
20.495761440142687,-81.67020596888113
20.633856843863192,-81.42768126929747
20.812405154825655,-81.61147305906105
21.298106141616415,-81.31092646113925
21.832812132712593,-80.85903832005013
22.27947860537901,-80.8535966090219
22.67677903799217,-80.65058581598865
23.02475283476782,-80.13303962682491
23.38039771703605,-79.73448863491305
23.736500769649524,-79.38200344543623
24.116573241069908,-79.02403045656196
24.638994744889224,-78.67728322731676
24.896567907793425,-78.28802680901109
24.859803708563486,-77.84802479929256
25.447549371429332,-77.42473802369352
25.697336017634715,-76.99567558024782
25.604702736914884,-76.78338671645236
26.109836852676313,-76.26192401893314
26.244856075011405,-75.57476528637318
25.908792206186874,-75.39823981550403
25.44373544586508,-75.201186272118
25.818553788586993,-74.67660317868273
26.369611990195068,-74.04458862873106
26.409703046851767,-73.52724256340146
26.29650737231365,-73.18260456190552
26.23264939440251,-72.64220655155606
26.23370735502873,-72.14275007590766
26.1741170939536,-71.59501266422474
26.267207765656963,-71.11167397544482
26.550201097883498,-70.72047035759397
26.543259042214604,-70.39264472572285
26.473434704866957,-69.65009009553604
26.52411024155279,-69.11399042190303
26.621807753229135,-68.72335267774943
26.640136017988116,-68.24790003448786
26.639055591367423,-67.74643409302864
26.63880164675781,-67.2460864790148
26.638902352782118,-66.74624081830171
26.638899134246902,-66.24618457195785
26.638934392297312,-65.74613094081067
26.638220039653607,-65.24731424395074
26.642458134156225,-64.74029965619444
26.601361174792697,-64.30415942854249
26.53102881456996,-63.86154180120452
26.53184869208126,-63.182668566953765
26.65104525842563,-62.95403951374939
26.410247022007713,-62.47558249950615
26.29542255246213,-61.98084557732317
26.321346004304132,-61.47938399713186
26.31857858251551,-60.979537209512145
26.318322095749252,-60.47955726517333
26.319615898728088,-59.97943932516552
26.310971360696783,-59.48010349739441
26.273947603097334,-58.98179437204074
25.884555899298384,-58.53705960291681
25.849450779083952,-58.1425477623268
25.81416406047498,-57.70093795684714
25.845870225898448,-57.20076893680662
25.837265866564273,-56.69041652552323
25.83755246272345,-56.20976284311434
25.83728987938703,-55.85392957285977
26.17035174103349,-55.29933678286761
26.191032920566812,-54.71219302638743
25.85382051038406,-54.30001433049312
25.60748224023685,-54.18147684295128
25.71994386917953,-53.86861677733747
25.284703365071028,-53.27793074544625
24.804158688384724,-52.77559530505791
24.384894583864284,-52.29929931457389
23.970742376915904,-52.03077132031144
23.670337800109102,-52.34343301233562
23.24381924174935,-52.36340984027599
22.72309227003922,-52.06518295334219
22.212962241729503,-51.65263537321334
21.997269520568253,-51.83323894085728
21.497809151054398,-52.05042724143926
21.03130717599989,-52.161925329254835
20.619354774448873,-52.336738970671554
20.257019881153024,-52.77529107136828
19.90264336148461,-53.528018743349065
19.61815413269153,-54.30390993128667
19.472973653571245,-54.79497137201073
19.536523382921242,-54.693209802350886
19.51642225489017,-54.68617010189194
19.54142279651709,-54.98485976365143
19.522720502233906,-55.60020078450071
19.448929978051623,-56.01249030194924
19.430066280365555,-56.48192176291013
19.431661330327493,-56.98457059443665
19.43175226750882,-57.48472160893612
19.431671819206567,-57.98458801941262
19.431690943034553,-58.4846197484012
19.431688667887148,-58.98461598479213
19.43168809893157,-59.4846157502393
19.431691675648686,-59.98461626514556
19.43167807996983,-60.484614924239445
19.431686314761702,-60.98461571622316
19.43200695554824,-61.48464635817576
19.429515747279055,-61.984408288027566
19.43940141151766,-62.48535300203323
19.352343348693356,-62.976769544053184
19.347943138887416,-63.47703791789895
19.401590302964113,-63.974618101179274
19.385786545509784,-64.46174979838275
19.520685941591694,-64.47002186183809
19.155897402016606,-64.80928117173947
18.694604493251877,-65.58384918709756
18.58690580872014,-66.33052812779174
19.144728598203766,-66.6060319208872
18.729030150601847,-66.73714640504357
18.581915244397607,-67.33410663729356
18.74899872815581,-67.78099016859225
18.296068315732725,-68.2545427991544
18.24541955614787,-68.59454956308008
18.38371518949214,-69.08696701997104
17.971991929065716,-69.57876018783874
18.014885510658512,-69.82085607294118
17.51578968065555,-70.30228052891057
17.505214410096407,-70.6330476164926
17.48972891471041,-70.96034493535926
16.960331518871502,-71.37160153941802
16.554344933520664,-71.74658189824599
16.199906035478076,-72.10166022245639
15.820320678468795,-72.47950315960321
15.33703659510515,-72.9901269289419
14.82783277110215,-73.34853113796119
